event_id,timestamp,environment,source,event_type,service,src_zone,dst_zone,direction,action,protocol,src_ip,dst_ip,src_port,dst_port,bytes,status,auth_result,finding_type,cve_id,severity,message,trace_id
security-sim-0127,2026-09-02T20:50:00Z,local-simulated,network-security-simulator,denial,edge-gateway,internet,application,north_south,deny,tcp,203.0.113.3,10.0.2.20,45014,5432,0,403,,,,medium,synthetic policy denial,unknown
security-sim-0128,2026-09-02T20:51:00Z,local-simulated,network-security-simulator,denial,service-b,application,database,east_west,deny,tcp,203.0.113.4,10.0.2.20,45015,22,0,403,,,,medium,synthetic policy denial,unknown
security-sim-0129,2026-09-02T12:14:00Z,local-simulated,network-security-simulator,finding,security-hub-adapter,,,,observe,,,,,,0,,,UnauthorizedAccess:EC2/SSHBruteForce,,high,synthetic finding; not an AWS Security Hub observation,unknown
security-sim-0130,2026-09-02T12:45:00Z,local-simulated,network-security-simulator,finding,security-hub-adapter,,,,observe,,,,,,0,,,Recon:EC2/PortProbeUnprotectedPort,,medium,synthetic finding; not an AWS Security Hub observation,unknown
security-sim-0131,2026-09-02T13:16:00Z,local-simulated,network-security-simulator,finding,security-hub-adapter,,,,observe,,,,,,0,,,Software and Configuration Checks,CVE-2024-3094,low,synthetic finding; not an AWS Security Hub observation,unknown
security-sim-0132,2026-09-02T13:47:00Z,local-simulated,network-security-simulator,finding,security-hub-adapter,,,,observe,,,,,,0,,,Software and Configuration Checks,CVE-2023-38545,critical,synthetic finding; not an AWS Security Hub observation,unknown
security-sim-0133,2026-09-02T14:18:00Z,local-simulated,network-security-simulator,finding,security-hub-adapter,,,,observe,,,,,,0,,,Policy:IAM/RootCredentialUsage,,high,synthetic finding; not an AWS Security Hub observation,unknown
security-sim-0134,2026-09-02T14:49:00Z,local-simulated,network-security-simulator,finding,security-hub-adapter,,,,observe,,,,,,0,,,Software and Configuration Checks,CVE-2024-21626,medium,synthetic finding; not an AWS Security Hub observation,unknown
security-sim-0135,2026-09-02T15:20:00Z,local-simulated,network-security-simulator,finding,security-hub-adapter,,,,observe,,,,,,0,,,Behavior:EC2/NetworkPortUnusual,,medium,synthetic finding; not an AWS Security Hub observation,unknown
security-sim-0136,2026-09-02T15:51:00Z,local-simulated,network-security-simulator,finding,security-hub-adapter,,,,observe,,,,,,0,,,Software and Configuration Checks,CVE-2022-37454,low,synthetic finding; not an AWS Security Hub observation,unknown
